created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
Fri Jun 18 22:28:13 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Any politician promoting lockdowns, mask mandates &amp; vaccines as a solution to covid19, are in full support of UN Agenda 21 and the coming one world government, a New World Order.",0.24318181818181817,0.5022727272727273,en,87,31,Gypsyliciousfab,134,166,,[],"[{'screen_name': 'Artemis2030', 'name': 'Artemis 2030 🇦🇺', 'id': 1327857595558756352, 'id_str': '1327857595558756352', 'indices': [3, 15]}]",
Fri Jun 18 22:28:19 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","23) Regarding J&amp;J, I have no direct evidence-based position. However… it’s not technically a 2-dose vaccine. if you’re interested what some immunologists think… read thread 🧵 below… but the CDC needs to put out guidance on this soon. Very soon.",0.1,0.325,en,238,91,hary_en,179,320,,[],"[{'screen_name': 'DrEricDing', 'name': 'Eric Feigl-Ding', 'id': 18831926, 'id_str': '18831926', 'indices': [3, 14]}]",
Fri Jun 18 22:28:29 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Africa 'in the midst of full-blown third wave' of coronavirus https://t.co/Jn1TmBreWT,0.0,0.0,en,0,0,zaswadosaze,3534,4628,False,[],[],los angeles
Fri Jun 18 22:29:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.45555555555555555,en,487,246,researchAditya,1814,781,,[],"[{'screen_name': 'globalhlthtwit', 'name': 'Anthony Costello', 'id': 83440337, 'id_str': '83440337', 'indices': [3, 18]}]",Fascist Regime
Fri Jun 18 22:29:03 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Well I was right. California dropped its covid19 measures and now the positive test rate is up .4%. May bot be huge… https://t.co/jxDI0EKwgC,0.2564935064935065,0.5405844155844155,en,0,0,Calikev02,10,62,,[],[],"California, USA"
Fri Jun 18 22:29:06 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","The Palestinian Authority (PA) cancels a deal to receive soon-to-expire #COVID19 vaccines from #Israel after an initial Israeli shipment showed an expiration date sooner than had been agreed, the PA health minister says.

https://t.co/SLikyMpZd7",0.0,0.0,en,7,10,LotusLotfy,96,310,,"[{'text': 'COVID19', 'indices': [91, 99]}, {'text': 'Israel', 'indices': [114, 121]}]","[{'screen_name': 'AlArabiya_Eng', 'name': 'Al Arabiya English', 'id': 22240612, 'id_str': '22240612', 'indices': [3, 17]}]",
Fri Jun 18 22:29:11 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",What we saw unfolding in india has now begun ravaging Uganda. And this will continue until vaccines are equitably available! I am struggling to make sense of the world these days. We learned a lot with India’s 2nd wave - those lessons should be broadly applicable. @IndiaCOVIDSOS,0.1875,0.23750000000000002,en,107,46,msaigopal,1131,1577,,[],"[{'screen_name': 'PrakashLab', 'name': 'PrakashLab', 'id': 392157134, 'id_str': '392157134', 'indices': [3, 14]}]",Hyderabad
Fri Jun 18 22:29:17 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @michael_house9: What are the long term risks of the C19 “vaccines”? https://t.co/qiPvpLtsCU https://t.co/QaNhevSpAX,-0.05,0.4,en,3,1,SoloKeki,1063,830,False,[],"[{'screen_name': 'michael_house9', 'name': '🇨🇦MR. Michael', 'id': 752482551944585216, 'id_str': '752482551944585216', 'indices': [3, 18]}]",
Fri Jun 18 22:29:38 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @zaswadosaze: Africa 'in the midst of full-blown third wave' of coronavirus https://t.co/Jn1TmBreWT,0.0,0.0,en,1,1,DougFoley6,1819,2652,False,[],"[{'screen_name': 'zaswadosaze', 'name': 'zoli osaze', 'id': 63202029, 'id_str': '63202029', 'indices': [3, 15]}]",Colorado 
Fri Jun 18 22:29:44 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DNC ARE SADOMASOCHISTIC NAZIS! THE VULNERABLE HAVE BEEN VACCINATED FOR MONTHS, VAX HAS BEEN OPEN TO REST FOR MONTHS… https://t.co/71MFqEnQnB",-0.25,0.5,en,0,0,freeddeplorable,965,4032,,[],[],United States
Fri Jun 18 22:29:47 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0.0,0.0,en,430,274,dilf_enthusiast,174,247,False,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",
Fri Jun 18 22:29:54 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",@Virg2101 The DAEN is showing 19 deaths ‘where death was a reported outcome’ eg associated associated with COVID19… https://t.co/3RCP9VhnXW,0.0,0.0,en,0,0,GD_Fraser,653,1191,,[],"[{'screen_name': 'Virg2101', 'name': 'Virginia Nicholls', 'id': 1597743259, 'id_str': '1597743259', 'indices': [0, 9]}]",BrisVegas
Fri Jun 18 22:29:57 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The #COVID19 virus is moving faster than the global distribution of vaccines. To end the pandemic, our shared goal must be to vaccinate at least 70% of the world’s population by the time the @G7 meets again in 🇩🇪 next year. To do that, we need 11 billion doses. #VaccinEquity https://t.co/l6CIzi2ruu",-0.09999999999999999,0.13333333333333333,en,657,324,Jdabanchpena,9463,1934,,"[{'text': 'COVID19', 'indices': [18, 26]}]","[{'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [3, 12]}]",Chile
Fri Jun 18 22:30:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411027] 
District Hospital Aundh
Vaccines: COVAXIN,
Min Age Limit: [18,45],
Dose1 Capacity: 0,
Dose2 Capa… https://t.co/BBQDp9mXOl",-0.75,1.0,en,0,0,PuneUpdater,88,0,,[],[],
Fri Jun 18 22:30:02 +0000 2021,"<a href=""http://www.falcon.io"" rel=""nofollow"">Falcon Social Media Management </a>","#Men, still have questions about getting vaccinated against #COVID19? Don’t let #WearBlueDay end without getting th… https://t.co/BM5HlnJHLL",0.0,0.0,en,0,0,MinorityHealth,71602,1013,False,"[{'text': 'Men', 'indices': [0, 4]}, {'text': 'COVID19', 'indices': [60, 68]}, {'text': 'WearBlueDay', 'indices': [80, 92]}]",[],"Washington, D.C."
Fri Jun 18 22:30:10 +0000 2021,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",RT @GCIndigenous: Vaccines are an effective way to protect our communities and stop the spread of #COVID19. Learn a… https://t.co/tUqQq8dOfK,0.6,0.8,en,0,0,Aboriginal_Link,4715,2349,False,"[{'text': 'COVID19', 'indices': [98, 106]}]","[{'screen_name': 'GCIndigenous', 'name': 'GCIndigenous', 'id': 140924167, 'id_str': '140924167', 'indices': [3, 16]}]",Canada
Fri Jun 18 22:30:12 +0000 2021,"<a href=""https://twitter.com/pubhealth_watch"" rel=""nofollow"">publichealthaggregator</a>","#Men, still have questions about getting vaccinated against #COVID19? Don’t let #WearBlueDay end without getting the facts about #COVID19 vaccines. Be #VaccineReady and find a vaccination provider near you: https://t.co/Tyvhtwecmp https://t.co/ghQ0VDdVa0",0.1,0.4,en,0,1,monitor_PH,1554,92,,"[{'text': 'Men', 'indices': [20, 24]}, {'text': 'COVID19', 'indices': [80, 88]}, {'text': 'WearBlueDay', 'indices': [100, 112]}]","[{'screen_name': 'MinorityHealth', 'name': 'Minority Health', 'id': 104576097, 'id_str': '104576097', 'indices': [3, 18]}]",
Fri Jun 18 22:30:12 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @mxcaltrz: Kill them
Take their land
Sell them expired vaccines
Neat",0.0,0.0,en,2,1,Nutellastaan,862,861,,[],"[{'screen_name': 'mxcaltrz', 'name': '/// Luke', 'id': 15057605, 'id_str': '15057605', 'indices': [3, 12]}]",At Home
Fri Jun 18 22:30:16 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","'Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of WHO has warned'
Here we go again.… https://t.co/6QV7WI0oJc",0.0,0.0,en,0,0,andywattoes,304,76,,[],[],Galt's Gulch
Fri Jun 18 22:30:22 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0.0,0.0,en,430,275,BergamOhJones,553,517,False,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",
Fri Jun 18 22:30:33 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@GuusvdValk @RWMaloneMD @Comemigirano @PolitiFact @cris_cersei Since he co-invented the mRNA vaccine technology tha… https://t.co/EyvFbMeCqa,0.0,0.0,en,0,0,KyleMcnease,93,259,,[],"[{'screen_name': 'GuusvdValk', 'name': 'Guus van der Valk', 'id': 53626186, 'id_str': '53626186', 'indices': [0, 11]}, {'screen_name': 'RWMaloneMD', 'name': 'Robert W Malone, MD', 'id': 39844876, 'id_str': '39844876', 'indices': [12, 23]}, {'screen_name': 'Comemigirano', 'name': '#Maverick, sopra le righe!', 'id': 122733775, 'id_str': '122733775', 'indices': [24, 37]}, {'screen_name': 'PolitiFact', 'name': 'PolitiFact', 'id': 8953122, 'id_str': '8953122', 'indices': [38, 49]}, {'screen_name': 'cris_cersei', 'name': 'Cristina Cersei', 'id': 2753154182, 'id_str': '2753154182', 'indices': [50, 62]}]",
Fri Jun 18 22:30:51 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The #COVID19 virus is moving faster than the global distribution of vaccines. To end the pandemic, our shared goal must be to vaccinate at least 70% of the world’s population by the time the @G7 meets again in 🇩🇪 next year. To do that, we need 11 billion doses. #VaccinEquity https://t.co/l6CIzi2ruu",-0.09999999999999999,0.13333333333333333,en,658,325,nbody6,3424,1003,,"[{'text': 'COVID19', 'indices': [18, 26]}]","[{'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [3, 12]}]","Santiago, Chile"
Fri Jun 18 22:30:55 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",-0.23645833333333335,0.3375,en,951,536,tundesji,131,641,,"[{'text': 'COVID19', 'indices': [101, 109]}]","[{'screen_name': 'Winnie_Byanyima', 'name': 'Winnie Byanyima', 'id': 355696940, 'id_str': '355696940', 'indices': [3, 19]}]",Ibadan Nigeria
Fri Jun 18 22:31:01 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",What we saw unfolding in india has now begun ravaging Uganda. And this will continue until vaccines are equitably available! I am struggling to make sense of the world these days. We learned a lot with India’s 2nd wave - those lessons should be broadly applicable. @IndiaCOVIDSOS,0.1875,0.23750000000000002,en,109,47,DrAmbasana,18,53,,[],"[{'screen_name': 'PrakashLab', 'name': 'PrakashLab', 'id': 392157134, 'id_str': '392157134', 'indices': [3, 14]}]",
Fri Jun 18 22:32:21 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Billius27: Precisely. Time to stop compromising health safety.,0.4,0.8,en,54,8,MaureenPrender4,85,513,,[],"[{'screen_name': 'Billius27', 'name': '🇨🇦 Bill Comeau Crush the Curve 📉', 'id': 885891622919184384, 'id_str': '885891622919184384', 'indices': [3, 13]}]",
Fri Jun 18 22:32:22 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 202,26… https://t.co/RShr5cfMrr",-0.75,1.0,en,0,0,PuneUpdater,88,0,,[],[],
Fri Jun 18 22:32:22 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 921,0,… https://t.co/927KJu7Y4i",-0.75,1.0,en,0,0,PuneUpdater,88,0,,[],[],
Fri Jun 18 22:32:41 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Large pockets of unvaccinated people let the virus mutate into stronger variants that could one day overwhelm our vaccines."" https://t.co/JAo5SL5jS5 #axiospm #COVID19",0.21428571428571427,0.42857142857142855,en,34,24,dbs1128,158,118,,[],"[{'screen_name': 'jamesrhenson', 'name': 'Jim Henson', 'id': 49758766, 'id_str': '49758766', 'indices': [3, 16]}]",
Fri Jun 18 22:32:56 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Givenkazeni: Zweli please just release the graphic designers. What are these fireworks.,0.0,0.4,en,109,26,somesaykat,319,1742,,[],"[{'screen_name': 'Givenkazeni', 'name': 'le’Giza', 'id': 785841458154770432, 'id_str': '785841458154770432', 'indices': [3, 15]}]","Johannesburg, South Africa"
Fri Jun 18 22:33:07 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",17) the main problem with #DeltaVariant is that the 1 dose strategy isn’t good anymore. 1 dose vaccine efficacy is likely just ~33% or so with either AstraZeneca or Pfizer. That is trouble for millions that aren’t two dose vaccinated yet.,0.16666666666666663,0.5333333333333333,en,149,81,aarmel,87,356,,"[{'text': 'DeltaVariant', 'indices': [42, 55]}]","[{'screen_name': 'DrEricDing', 'name': 'Eric Feigl-Ding', 'id': 18831926, 'id_str': '18831926', 'indices': [3, 14]}]",Melbourne
Fri Jun 18 22:33:13 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","I feel incredibly blessed that I was able to receive both doses of the Covid vaccine during my pregnancy. Vaccines save lives. 
#vaccinated @PandemicPreg https://t.co/oH5QQY8sqM",0.7,0.7625,en,4,1,MarkSmi75510649,64,8,,[],"[{'screen_name': 'Gold_Dana', 'name': 'Dana Gold 😷🟣', 'id': 352386097, 'id_str': '352386097', 'indices': [3, 13]}]",
Fri Jun 18 22:33:26 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.45555555555555555,en,488,247,AprilMay001,434,713,,[],"[{'screen_name': 'globalhlthtwit', 'name': 'Anthony Costello', 'id': 83440337, 'id_str': '83440337', 'indices': [3, 18]}]",
Fri Jun 18 22:33:33 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",It’s #Red4Research day. We’re celebrating all things research. To discover more about the campaign watch the video https://t.co/7i2X8ix6CW,0.5,0.5,en,10,2,HoughtonRachel,1477,2199,,"[{'text': 'Red4Research', 'indices': [21, 34]}]","[{'screen_name': 'NIHR_RDSEM', 'name': 'NIHR RDS East Midlands', 'id': 2815086719, 'id_str': '2815086719', 'indices': [3, 14]}]","Nottingham, England"
Fri Jun 18 22:33:39 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/MBBXzCwqqZ https://t.co/…,0.0,0.0,en,431,276,Y00NBERRIE,427,493,False,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",she/her
Fri Jun 18 22:33:39 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here is we know #COVID19 vaccines are safe:,0.5,0.5,en,0,0,DemsForUSA,2602,2486,,"[{'text': 'COVID19', 'indices': [16, 24]}]",[],
Fri Jun 18 22:33:54 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",This should be getting the same amount of global attention as the resurgences in places like Italy and the U.S. - t… https://t.co/PX7rkhBQOZ,0.0,0.0625,en,0,0,racheyy_wood,400,1919,,[],[],
Fri Jun 18 22:34:07 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",STOP THE MASS MURDER. THE CRIMINALS MUST BE STOPPED,0.0,0.0,en,0,0,estrellafeliz16,23,187,,[],[],
Fri Jun 18 22:34:11 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @BioStocks: Millions of $JNJ #COVID19 Vaccines Are at Risk of Expiring in June. 

https://t.co/urT60LU4nB $PFE $MRNA",0.0,0.0,en,2,2,georgedamilola4,6,121,False,"[{'text': 'COVID19', 'indices': [32, 40]}]","[{'screen_name': 'BioStocks', 'name': 'Bio Stocks™', 'id': 112872946, 'id_str': '112872946', 'indices': [3, 13]}]",
Fri Jun 18 22:34:13 +0000 2021,"<a href=""http://naattuvartha.byethost33.com"" rel=""nofollow"">Naattuvartha</a>","RT @BioStocks: Millions of $JNJ #COVID19 Vaccines Are at Risk of Expiring in June. 

https://t.co/urT60LU4nB $PFE $MRNA",0.0,0.0,en,2,3,viralvideovlogs,6856,4581,False,"[{'text': 'COVID19', 'indices': [32, 40]}]","[{'screen_name': 'BioStocks', 'name': 'Bio Stocks™', 'id': 112872946, 'id_str': '112872946', 'indices': [3, 13]}]",കേരളം
Fri Jun 18 22:34:17 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@UN, @WHO, @UNRWA
Do you have some good plan for the #Palestinians⁉️❓❓

#COVID19

""
The Palestinian Authority cancels an agreement with Israeli regarding the exchange of Pfizer vaccines, saying the doses are set to expire soon https://t.co/QKbwSIF9j3
18 Jun 2021",0.7,0.6000000000000001,en,5,4,seekdivinetruth,4848,3991,,"[{'text': 'Palestinians', 'indices': [68, 81]}, {'text': 'COVID19', 'indices': [87, 95]}]","[{'screen_name': '178kakapo', 'name': 'KAKAPO➤Endangered', 'id': 297242407, 'id_str': '297242407', 'indices': [3, 13]}, {'screen_name': 'UN', 'name': 'United Nations', 'id': 14159148, 'id_str': '14159148', 'indices': [15, 18]}, {'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [20, 24]}, {'screen_name': 'UNRWA', 'name': 'UNRWA', 'id': 42604302, 'id_str': '42604302', 'indices': [26, 32]}]",SHE/HER #WeAreOne #Peace #Love
Fri Jun 18 22:34:33 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#COVID #VACCINES #Depopulation #MedicalFraud #Agenda2030 #CrimesAgaistHumanity #Genocide 

""...
Up to 25,800 may have been killed by the COVID vaccine.
...""

https://t.co/zi4xN9fF47",-0.2,0.0,en,0,1,GOD_BLESS_PATS,188,442,,"[{'text': 'COVID', 'indices': [21, 27]}, {'text': 'VACCINES', 'indices': [28, 37]}, {'text': 'Depopulation', 'indices': [38, 51]}, {'text': 'MedicalFraud', 'indices': [52, 65]}, {'text': 'Agenda2030', 'indices': [66, 77]}, {'text': 'CrimesAgaistHumanity', 'indices': [78, 99]}, {'text': 'Genocide', 'indices': [100, 109]}]","[{'screen_name': 'BrianGr44669587', 'name': 'Brian Greene', 'id': 1243709753026588680, 'id_str': '1243709753026588680', 'indices': [3, 19]}]",
Fri Jun 18 22:34:36 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@DonaldJTrumpJr Hydroxychloroquin is now recognized as a life saving drug,like Mr Trump knew. But because of Democr… https://t.co/tgTKT8aFvL",0.0,0.0,en,0,0,Stephen28954013,12,26,,[],"[{'screen_name': 'DonaldJTrumpJr', 'name': 'Donald Trump Jr.', 'id': 39344374, 'id_str': '39344374', 'indices': [0, 15]}]",
Fri Jun 18 22:34:40 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0.0,0.0,en,431,277,spelloelisabeth,393,199,False,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",uruguay
Fri Jun 18 22:34:40 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @Milhouse_Van_Ho: The Liberals don't believe the vaccines work. https://t.co/OeemTF4vzG,0.0,0.0,en,135,31,EzraKahan,2046,635,False,[],"[{'screen_name': 'Milhouse_Van_Ho', 'name': 'Milhouse Van Houten 🗽🇨🇦', 'id': 1246065743294332928, 'id_str': '1246065743294332928', 'indices': [3, 19]}]","Old Normal in Quebec, Canada"
Fri Jun 18 22:34:43 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ICYMI: Read below for fast facts about #COVID19 vaccines–including current rules for masking and social distancing if you are fully vaccinated. Visit our website for Punjabi translations of all of our vaccine resources --&gt; https://t.co/jCmydyolBZ https://t.co/GvsdoaWlGv,0.07777777777777778,0.35555555555555557,en,3,2,SikhFamilyCtr,454,202,,"[{'text': 'COVID19', 'indices': [59, 67]}]","[{'screen_name': 'sikh_coalition', 'name': 'Sikh Coalition', 'id': 316671079, 'id_str': '316671079', 'indices': [3, 18]}]",
Fri Jun 18 22:35:08 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.45555555555555555,en,490,248,LuluThomas56,21,63,,[],"[{'screen_name': 'globalhlthtwit', 'name': 'Anthony Costello', 'id': 83440337, 'id_str': '83440337', 'indices': [3, 18]}]",
Fri Jun 18 22:35:29 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Covid vaccines in healthy young people poses an ethical question as well as a benefit risk question. Is risk of myocarditis in your child worth it “for the greater good” to protect older people,at risks groups already vaccinated? I cannot accept that it’s a fair risk for children",0.39583333333333326,0.4916666666666667,en,66,24,ClaireB89785224,23,60,,[],"[{'screen_name': 'lizAOBB', 'name': 'DrLizOBrien', 'id': 1296454837052342274, 'id_str': '1296454837052342274', 'indices': [3, 11]}]",
Fri Jun 18 22:35:39 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/MBBXzCwqqZ https://t.co/…,0.0,0.0,en,431,278,speIIbelle,633,696,False,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",she / her 🇨🇦
Fri Jun 18 22:35:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""Africa is 'in the midst of full-blown third wave' of coronavirus""  https://t.co/i6cciRkn8j",0.0,0.0,en,0,0,Alavei1,66,116,False,[],[],
Fri Jun 18 22:35:46 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0.0,0.0,en,432,279,bfIykoo,517,650,False,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",any pronouns
Fri Jun 18 22:35:55 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","One of the most important videos you can watch about #covid19. 

THIS LAWYER has put a together one of the most thorough presentations regarding PCR tests, lockdowns, masks, Bill Gates, WHO, vaccines, etc 

GET NERVOUS PHARMA THUGS. YOU'RE BEING SUED.

https://t.co/2gdEvc50FG",0.4666666666666666,0.6666666666666666,en,388,289,DrThomasPaul,59693,53932,,"[{'text': 'covid19', 'indices': [71, 79]}]","[{'screen_name': 'DrThomasPaul', 'name': 'Dr. Thomas Paul, Therapist #MindBody', 'id': 1558861508, 'id_str': '1558861508', 'indices': [3, 16]}]",Los Angeles. NYC. Skype/Zoom
Fri Jun 18 22:35:58 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0.0,0.0,en,432,280,lwtftjustice,2867,2029,False,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",Louis' follow / she/her
Fri Jun 18 22:36:16 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0.0,0.0,en,433,281,tyician,249,288,False,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",
Fri Jun 18 22:36:22 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Vaccines are only effective when combined with vaccine passports.

#Science",0.3,0.9,en,0,0,EzraKahan,2046,635,,"[{'text': 'Science', 'indices': [67, 75]}]",[],"Old Normal in Quebec, Canada"
Fri Jun 18 22:36:30 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Our people are dying.  Hospitals, mortuaries are full. Families, communities failing to cope, nursing and burying daily.
Where are our global leaders! Rise and lead us! We need one global plan to scale up #COVID19 vaccine production &amp; roll our in all regions. #PeoplesVaccine",0.0875,0.1375,en,128,76,AzulBlanco111,11,207,,[],"[{'screen_name': 'Winnie_Byanyima', 'name': 'Winnie Byanyima', 'id': 355696940, 'id_str': '355696940', 'indices': [3, 19]}]",
